input,R,G,B
5.820312500000000000e-01,6.166241842374999838e-01,6.166241842374999838e-01,6.166241842374999838e-01
5.859375000000000000e-01,6.204170092249999824e-01,6.204170092249999824e-01,6.204170092249999824e-01
5.898437500000000000e-01,6.242098342124999810e-01,6.242098342124999810e-01,6.242098342124999810e-01
5.937500000000000000e-01,6.280026591999999797e-01,6.280026591999999797e-01,6.280026591999999797e-01
5.976562500000000000e-01,6.317389474500000324e-01,6.317389474500000324e-01,6.317389474500000324e-01
6.015625000000000000e-01,6.354752356999999741e-01,6.354752356999999741e-01,6.354752356999999741e-01
6.054687500000000000e-01,6.392115239500000268e-01,6.392115239499999158e-01,6.392115239500000268e-01
6.093750000000000000e-01,6.429478121999998574e-01,6.429478122000000795e-01,6.429478121999998574e-01
6.132812500000000000e-01,6.466841004499999102e-01,6.466841004500000212e-01,6.466841004499999102e-01
6.171875000000000000e-01,6.504203886999999629e-01,6.504203886999999629e-01,6.504203886999999629e-01
6.210937500000000000e-01,6.541566769499999046e-01,6.541566769499999046e-01,6.541566769499999046e-01
6.250000000000000000e-01,6.578929651999999573e-01,6.578929651999999573e-01,6.578929651999999573e-01
6.289062500000000000e-01,6.615856464250000624e-01,6.615856464249999513e-01,6.615856464249999513e-01
6.328125000000000000e-01,6.652783276499998344e-01,6.652783276499999454e-01,6.652783276499999454e-01
6.367187500000000000e-01,6.689710088749999395e-01,6.689710088749999395e-01,6.689710088749999395e-01
6.406250000000000000e-01,6.726636900999999336e-01,6.726636901000000446e-01,6.726636901000000446e-01
6.445312500000000000e-01,6.763563713250000387e-01,6.763563713250000387e-01,6.763563713250000387e-01
6.484375000000000000e-01,6.800490525500000327e-01,6.800490525500000327e-01,6.800490525500000327e-01
6.523437500000000000e-01,6.837417337749999158e-01,6.837417337750000268e-01,6.837417337750000268e-01
6.562500000000000000e-01,6.874344150000000209e-01,6.874344150000000209e-01,6.874344150000000209e-01
6.601562500000000000e-01,6.910964188375000594e-01,6.910964188374999484e-01,6.910964188374999484e-01
6.640625000000000000e-01,6.947584226750000980e-01,6.947584226749999869e-01,6.947584226749999869e-01
6.679687500000000000e-01,6.984204265125000255e-01,6.984204265125000255e-01,6.984204265125000255e-01
6.718750000000000000e-01,7.020824303499999530e-01,7.020824303500000640e-01,7.020824303499999530e-01
6.757812500000000000e-01,7.057444341874999916e-01,7.057444341874998806e-01,7.057444341875001026e-01
6.796875000000000000e-01,7.094064380249999191e-01,7.094064380249999191e-01,7.094064380250000301e-01
6.835937500000000000e-01,7.130684418624999577e-01,7.130684418624999577e-01,7.130684418624999577e-01
6.875000000000000000e-01,7.167304456999999962e-01,7.167304456999999962e-01,7.167304456999999962e-01
6.914062500000000000e-01,7.203747018499999655e-01,7.203747018499999655e-01,7.203747018499999655e-01
6.953125000000000000e-01,7.240189579999999347e-01,7.240189580000000458e-01,7.240189580000000458e-01
6.992187500000000000e-01,7.276632141500001261e-01,7.276632141500000150e-01,7.276632141500000150e-01
7.031250000000000000e-01,7.313074702999999843e-01,7.313074702999999843e-01,7.313074703000000953e-01
7.070312500000000000e-01,7.349517264499998426e-01,7.349517264499999536e-01,7.349517264499999536e-01
7.109375000000000000e-01,7.385959826000000339e-01,7.385959825999999229e-01,7.385959825999999229e-01
7.148437500000000000e-01,7.422402387500000032e-01,7.422402387500000032e-01,7.422402387500000032e-01
7.187500000000000000e-01,7.458844948999999724e-01,7.458844948999999724e-01,7.458844948999999724e-01
7.226562500000000000e-01,7.495239330374999787e-01,7.495239330374999787e-01,7.495239330374999787e-01
7.265625000000000000e-01,7.531633711749999849e-01,7.531633711750000959e-01,7.531633711749998739e-01
7.304687500000000000e-01,7.568028093124999911e-01,7.568028093124999911e-01,7.568028093124998801e-01
7.343750000000000000e-01,7.604422474500001083e-01,7.604422474499999973e-01,7.604422474499999973e-01
7.382812500000000000e-01,7.640816855875000035e-01,7.640816855875000035e-01,7.640816855875001146e-01
7.421875000000000000e-01,7.677211237250000098e-01,7.677211237249998987e-01,7.677211237250001208e-01
7.460937500000000000e-01,7.713605618625000160e-01,7.713605618625000160e-01,7.713605618625000160e-01
7.500000000000000000e-01,7.750000000000000222e-01,7.750000000000000222e-01,7.750000000000000222e-01
7.539062500000000000e-01,7.787400486250000142e-01,7.787400486250000142e-01,7.787400486250001252e-01
7.578125000000000000e-01,7.824800972500000062e-01,7.824800972500000062e-01,7.824800972499998952e-01
7.617187500000000000e-01,7.862201458749999983e-01,7.862201458749999983e-01,7.862201458749999983e-01
7.656250000000000000e-01,7.899601945000001013e-01,7.899601944999998793e-01,7.899601944999998793e-01
7.695312500000000000e-01,7.937002431249999823e-01,7.937002431249999823e-01,7.937002431249999823e-01
7.734375000000000000e-01,7.974402917499999743e-01,7.974402917499999743e-01,7.974402917500000854e-01
7.773437500000000000e-01,8.011803403749999664e-01,8.011803403749999664e-01,8.011803403749998553e-01
7.812500000000000000e-01,8.049203889999999584e-01,8.049203889999999584e-01,8.049203889999999584e-01
7.851562500000000000e-01,8.087924717624999094e-01,8.087924717625000204e-01,8.087924717625000204e-01
7.890625000000000000e-01,8.126645545249998603e-01,8.126645545249998603e-01,8.126645545249999714e-01
7.929687500000000000e-01,8.165366372875000334e-01,8.165366372875000334e-01,8.165366372875000334e-01
7.968750000000000000e-01,8.204087200499999843e-01,8.204087200500000954e-01,8.204087200500000954e-01
8.007812500000000000e-01,8.242808028124999353e-01,8.242808028124999353e-01,8.242808028124999353e-01
8.046875000000000000e-01,8.281528855750001084e-01,8.281528855749999973e-01,8.281528855749999973e-01
8.085937500000000000e-01,8.320249683375000593e-01,8.320249683374999483e-01,8.320249683374999483e-01
8.125000000000000000e-01,8.358970511000000103e-01,8.358970511000000103e-01,8.358970511000000103e-01
8.164062500000000000e-01,8.398030904375000105e-01,8.398030904375000105e-01,8.398030904375000105e-01
8.203125000000000000e-01,8.437091297750000107e-01,8.437091297749998997e-01,8.437091297749998997e-01
8.242187500000000000e-01,8.476151691125000109e-01,8.476151691125000109e-01,8.476151691125000109e-01
8.281250000000000000e-01,8.515212084500001222e-01,8.515212084500000111e-01,8.515212084500000111e-01
8.320312500000000000e-01,8.554272477875000114e-01,8.554272477875000114e-01,8.554272477875000114e-01
8.359375000000000000e-01,8.593332871250000116e-01,8.593332871250001226e-01,8.593332871250001226e-01
8.398437500000000000e-01,8.632393264625000118e-01,8.632393264625000118e-01,8.632393264625000118e-01
8.437500000000000000e-01,8.671453658000000120e-01,8.671453658000000120e-01,8.671453658000000120e-01
8.476562500000000000e-01,8.709872840875000355e-01,8.709872840874999245e-01,8.709872840875001465e-01
8.515625000000000000e-01,8.748292023750000590e-01,8.748292023750000590e-01,8.748292023749999480e-01
8.554687500000000000e-01,8.786711206625000825e-01,8.786711206624999715e-01,8.786711206624998605e-01
8.593750000000000000e-01,8.825130389499999950e-01,8.825130389499999950e-01,8.825130389499999950e-01
8.632812500000000000e-01,8.863549572374999075e-01,8.863549572375000185e-01,8.863549572375001295e-01
8.671875000000000000e-01,8.901968755249999310e-01,8.901968755249999310e-01,8.901968755250000420e-01
8.710937500000000000e-01,8.940387938124999545e-01,8.940387938125000655e-01,8.940387938124998435e-01
8.750000000000000000e-01,8.978807120999999780e-01,8.978807120999999780e-01,8.978807120999999780e-01
8.789062500000000000e-01,9.015604317750000041e-01,9.015604317750000041e-01,9.015604317750000041e-01
8.828125000000000000e-01,9.052401514500001412e-01,9.052401514499999191e-01,9.052401514499999191e-01
8.867187500000000000e-01,9.089198711249999452e-01,9.089198711249999452e-01,9.089198711249999452e-01
8.906250000000000000e-01,9.125995907999999712e-01,9.125995907999999712e-01,9.125995907999999712e-01
8.945312500000000000e-01,9.162793104749999973e-01,9.162793104749999973e-01,9.162793104749999973e-01
8.984375000000000000e-01,9.199590301499998013e-01,9.199590301500000233e-01,9.199590301500000233e-01
9.023437500000000000e-01,9.236387498249999384e-01,9.236387498249999384e-01,9.236387498249999384e-01
9.062500000000000000e-01,9.273184694999999644e-01,9.273184694999999644e-01,9.273184694999999644e-01
9.101562500000000000e-01,9.307379129374999671e-01,9.307379129374999671e-01,9.307379129374999671e-01
9.140625000000000000e-01,9.341573563749999698e-01,9.341573563749999698e-01,9.341573563749999698e-01
9.179687500000000000e-01,9.375767998124999725e-01,9.375767998124999725e-01,9.375767998124999725e-01
9.218750000000000000e-01,9.409962432499999752e-01,9.409962432499998641e-01,9.409962432500000862e-01
9.257812500000000000e-01,9.444156866874999778e-01,9.444156866874999778e-01,9.444156866874999778e-01
9.296875000000000000e-01,9.478351301249999805e-01,9.478351301249998695e-01,9.478351301249999805e-01
9.335937500000000000e-01,9.512545735624999832e-01,9.512545735624999832e-01,9.512545735624999832e-01
9.375000000000000000e-01,9.546740169999999859e-01,9.546740169999999859e-01,9.546740169999999859e-01
9.414062500000000000e-01,9.577351066374999444e-01,9.577351066374999444e-01,9.577351066374999444e-01
9.453125000000000000e-01,9.607961962750000140e-01,9.607961962750000140e-01,9.607961962749999030e-01
9.492187500000000000e-01,9.638572859125000836e-01,9.638572859125000836e-01,9.638572859124998615e-01
9.531250000000000000e-01,9.669183755499999311e-01,9.669183755500000421e-01,9.669183755499999311e-01
9.570312500000000000e-01,9.699794651874998896e-01,9.699794651874998896e-01,9.699794651875001117e-01
9.609375000000000000e-01,9.730405548249999592e-01,9.730405548249998482e-01,9.730405548250000702e-01
9.648437500000000000e-01,9.761016444625000288e-01,9.761016444625000288e-01,9.761016444625000288e-01
9.687500000000000000e-01,9.791627340999999873e-01,9.791627340999999873e-01,9.791627340999999873e-01
9.726562500000000000e-01,9.817673923374999889e-01,9.817673923374999889e-01,9.817673923374999889e-01
9.765625000000000000e-01,9.843720505749999905e-01,9.843720505749999905e-01,9.843720505749999905e-01
9.804687500000000000e-01,9.869767088124998811e-01,9.869767088124999921e-01,9.869767088124999921e-01
9.843750000000000000e-01,9.895813670499999937e-01,9.895813670499998826e-01,9.895813670499999937e-01
9.882812500000000000e-01,9.921860252875001063e-01,9.921860252874999953e-01,9.921860252874999953e-01
9.921875000000000000e-01,9.947906835250001079e-01,9.947906835249999968e-01,9.947906835250001079e-01
9.960937500000000000e-01,9.973953417624999984e-01,9.973953417624999984e-01,9.973953417624999984e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
